start station name,start station latitude,start station longitude,count_s20
Graham Ave & Herbert St,40.71929301,-73.94500379,390
Graham Ave & Withers St,40.7169811,-73.94485918,698
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,6092
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,4991
Grand Ave & Bergen St,40.678045,-73.962408,726
Grand Concourse & E 144 St,40.816576,-73.927987,410
Grand St & Elizabeth St,40.718822,-73.99596,4693
Grand St & Greene St,40.72170005,-74.00238141,1545
Grand St & Havemeyer St,40.71286844,-73.95698119,1682
Great Jones St,40.72743423,-73.99379025,2233
Green St & McGuinness Blvd,40.73396,-73.95204,291
Greene Av & Myrtle Av,40.698568,-73.918877,406
Greene Ave & Grandview Ave,40.709697,-73.907856,233
Greene Ave & Nostrand Ave,40.6883337,-73.950916,974
Greene Ave & Throop Ave,40.6894932,-73.942061,724
Greenpoint Ave & Manhattan Ave [temporarily removed],40.73026,-73.95394,698
Greenwich Ave & 8 Ave,40.73901691,-74.00263761,3920
Greenwich Ave & 8 Ave,40.74,-74.004,2
Greenwich Ave & Charles St,40.735238,-74.000271,2532
Greenwich St & W Houston St,40.728846,-74.008591,2332
Grove St & Broadway,40.69047,-73.923511,814
Halsey St & Broadway,40.68565,-73.91564,601
Halsey St & Evergreen Ave,40.68858,-73.91227,199
Halsey St & Tompkins Ave,40.6823687,-73.944118,984
Hancock St & Bedford Ave,40.68216564,-73.95399026,976
Hancock St & Wyckoff Ave,40.6972,-73.90674,129
Hanson Pl & Ashland Pl,40.68506807,-73.9779076,1547
Harman St & Seneca Ave,40.70577,-73.91292,278
Harrison Pl & Porter Ave,40.70686,-73.92851,168
Harrison St & Hudson St,40.71870987,-74.0090009,690
Hart St & Wyckoff Ave,40.704876,-73.919911,227
Henry St & Atlantic Ave,40.69089272,-73.99612349,1269
Henry St & Bay St,40.6725058,-74.00494695,268
Henry St & Degraw St,40.6847514,-73.99917254,810
Henry St & Grand St,40.714211,-73.981095,2653
Henry St & Middagh St,40.7003,-73.991581,976
Henry St & W 9 St,40.6763744,-74.00324957,143
Hicks St & Montague St,40.69512845,-73.99595065,1546
Hope St & Union Ave,40.71167351,-73.95141312,1896
Howard St & Centre St,40.71910537,-73.99973337,1645
Hoyt St & Warren St,40.6843549,-73.98901629,260
Hudson St & Reade St,40.71625008,-74.0091059,1472
Humboldt St & Varet St,40.7031724,-73.940636,535
Huron St & Franklin St,40.73266,-73.95826,1527
India St & Manhattan Ave,40.73232194,-73.9550858,1470
India St & West St,40.73181402,-73.95995021,1269
Irving Ave & DeKalb Ave,40.7027,-73.92095,548
Irving Ave & Halsey St,40.69467,-73.90663,335
Irving Ave & Harman St,40.70108,-73.9179,576
Irving Ave & Jefferson St,40.70538,-73.92535,750
Irving Ave & Palmetto St,40.698,-73.9127,397
Jackson Ave & 46 Rd,40.74524768,-73.94733276,457
Jackson St & Leonard St,40.71638032,-73.94821286,512
Jay St & Tech Pl,40.695065,-73.987167,1767
Jay St & York St,40.70140317,-73.9867267,1509
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,280
Jefferson St & Cypress Ave,40.70907,-73.92157,304
John St & William St,40.70862144,-74.00722156,1367
Johnson St & Gold St,40.69474881,-73.98362464,1371
Kane St & Clinton St,40.6861758,-73.99645295,677
Kent Ave & N 7 St,40.72036775,-73.96165073,5941
Kent Ave & S 11 St,40.70764494,-73.96841526,2598
Kent St & McGuinness Blvd,40.73124,-73.95161,537
Kingsland Ave & Nassau Ave,40.72577,-73.94173,538
Kingston Ave & Herkimer St,40.67890679,-73.94142771,1156
Knickerbocker Ave & Cooper St,40.69081,-73.90448,247
Knickerbocker Ave & George St,40.704425,-73.92836,627
Knickerbocker Ave & Halsey St,40.693,-73.90824,298
Knickerbocker Ave & Hancock St,40.69385,-73.90974,325
Knickerbocker Ave & Thames St,40.70539,-73.92976,582
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,1008
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,926
LaGuardia Pl & W 3 St [temporarily removed],40.72917025,-73.99810231,1691
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,1066
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1674
Lafayette Ave & St James Pl,40.68851534,-73.9647628,1229
Lafayette St & E 8 St,40.73020661,-73.99102628,3547
Lafayette St & Jersey St,40.72456089,-73.99565293,2432
Laight St & Hudson St,40.72185379,-74.00771779,620
Lawrence St & Willoughby St,40.69236178,-73.98631746,1659
Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,604
Lenox Ave & W 111 St,40.7987859,-73.9523,4197
Lenox Ave & W 115 St,40.8011939,-73.9500739,1087
Lenox Ave & W 117 St,40.8025566,-73.9490782,1298
Lenox Ave & W 126 St,40.808442,-73.9452087,1959
Lenox Ave & W 130 St,40.8107922,-73.9430681,1708
Leonard St & Boerum St,40.70583339,-73.94644578,686
Leonard St & Church St,40.717571,-74.005549,1627
Leonard St & Maujer St,40.71036854,-73.94705951,957
Leonard St & Nassau Ave,40.72395678,-73.94984365,1007
Lewis Ave & Decatur St,40.6814598,-73.934903,817
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,708
Lewis Ave & Madison St,40.686312,-73.935775,1104
Lexington Ave & Classon Ave,40.68676793,-73.95928168,1012
Lexington Ave & E 111 St,40.7954121,-73.9441232,894
Lexington Ave & E 120 St,40.8013066,-73.9398167,502
Lexington Ave & E 127 St,40.805726,-73.936322,301
Lexington Ave & E 128 St,40.806414,-73.936085,255
Lexington Ave & E 26 St [temporarily removed],40.741459,-73.983293,1010
Lexington Ave & E 29 St [temporarily removed],40.74311555,-73.98215353,737
Lexington Ave & E 36 St,40.74757396,-73.97880077,2664
Liberty St & Broadway,40.70905623,-74.01043382,2401
Lincoln Ave & E 134 St,40.808484,-73.928803,173
Lincoln Ave & E 138 St,40.810893,-73.927311,278
Lincoln Pl & Classon Ave,40.6721683,-73.9609,459
Linden St & Knickerbocker Ave,40.69714,-73.91566,212
Lispenard St & Broadway,40.71939226,-74.00247214,1815
Little West St & 1 Pl,40.70569254,-74.01677685,6415
Lorimer St & Broadway,40.70411791,-73.94818595,379
Lorimer St & Calyer St,40.72795,-73.95414,647
MacDougal St & Prince St,40.72710258,-74.00297088,3901
MacDougal St & Washington Sq,40.73226398,-73.99852205,2232
Macon St & Nostrand Ave,40.68098339,-73.95004798,815
Madison Ave & E 120 St,40.80295,-73.942954,781
Madison Ave & E 82 St,40.7781314,-73.96069399,1587
Madison Ave & E 99 St,40.78948542,-73.95242929,1874
Madison St & Clinton St,40.71269042,-73.98776323,1745
Madison St & Cypress Ave,40.70068,-73.90742,326
Madison St & Evergreen Ave,40.69122,-73.91693,107
Madison St & Forest Ave,40.70555,-73.90245,344
Madison St & Montgomery St,40.713126,-73.984844,1611
Madison St & Seneca Ave,40.70183,-73.90625,225
Madison St & Woodward Ave,40.70408,-73.90408,316
Maiden Ln & Pearl St,40.70706456,-74.00731853,1827
Manhattan Av & Leonard St,40.72084,-73.94844,553
Marcus Garvey Blvd & Macon St    [temporarily removed],40.682601,-73.938037,391
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,1381
Market St & Cherry St,40.71076228,-73.99400398,1370
McGuinness Blvd & Eagle St,40.73555,-73.95284,1952
McKibbin St & Bogart St,40.706237,-73.933871,681
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,852
Melrose St & Broadway,40.697481,-73.935877,638
Menahan St & Central Ave,40.69543,-73.9196,243
Menahan St & Onderdonk Ave,40.70553,-73.9096,136
Menahan St & Seneca Ave,40.70461,-73.91054,278
Menahan St & Wyckoff Ave,40.70113,-73.91422,220
Mercer St & Bleecker St,40.72706363,-73.99662137,2258
Mercer St & Spring St,40.72362738,-73.99949601,1618
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,1279
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2599
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,1293
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,172
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,100
Milton St & Franklin St,40.72906,-73.95779,2560
Moffat St & Bushwick,40.68458,-73.90925,178
Monroe St & Bedford Ave,40.6851443,-73.95380904,950
Monroe St & Classon Ave,40.6845683,-73.95881081,987
Monroe St & Tompkins Ave,40.686203,-73.944694,742
Montague St & Clinton St,40.69428114,-73.99230033,1100
Montgomery St & Franklin Ave,40.66643931,-73.96055639,251
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,1217
Morgan Ave & Lombardy St,40.72226,-73.93889,466
Morgan Ave & Maspeth Ave,40.716657,-73.93637,330
Morningside Ave & W 123 St,40.81,-73.9551508,1078
Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,275
Morris Ave & E 142 St,40.814469,-73.924963,108
Morris Ave & E 153 St,40.820036,-73.921411,52
Mott St & Prince St,40.72317958,-73.99480012,3518
Mt Morris Park W & W 120 St,40.804038,-73.945925,1232
Murray St & Greenwich St,40.71485151,-74.01122332,3085
Murray St & West St,40.7149787,-74.013012,1760
Myrtle Ave & Grove St,40.69905,-73.91516,274
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,507
Myrtle Ave & Linden St,40.69943,-73.91337,380
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,670
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,1065
N 11 St & Kent Ave,40.72248189,-73.95921931,853
N 12 St & Bedford Ave,40.72079821,-73.95484712,1874
N 15 St & Wythe Ave,40.724055,-73.955736,406
N 6 St & Bedford Ave,40.71745169,-73.95850939,1870
Nassau Ave & Newell St,40.72481256,-73.94752622,958
Nassau Ave & Russell St,40.72557,-73.94434,1287
Nassau St & Navy St,40.69839895,-73.98068914,1316
Newton Rd & 44 St,40.7595701,-73.9142678,782
Newtown Ave & 23 St,40.7713615,-73.9246145,818
Norfolk St & Broome St,40.7172274,-73.98802084,3585
Norman St & Wyckoff Ave,40.69517,-73.90311,309
North Moore St & Greenwich St,40.72019521,-74.01030064,2289
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,558
Old Fulton St,40.70277159,-73.99383605,5052
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,142
Onderdonk Ave & Gates Ave,40.70413,-73.90737,296
Pacific St & Classon Ave,40.6791944,-73.9587903,255
Pacific St & Nevins St,40.6853761,-73.98302136,785
Park Ave & E 124 St,40.8045555,-73.9396861,732
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,597
Park Ave & St Edwards St,40.69608941,-73.97803415,412
Park Pl & Church St,40.71334184,-74.00935516,1061
Park Pl & Franklin Ave,40.6741806,-73.9564947,715
Park Pl & Vanderbilt Ave,40.6767,-73.969024,1335
Pearl St & Hanover Square,40.7047177,-74.00926027,1972
Pearl St & Peck Slip,40.708485,-74.002751,1647
Perry St & Bleecker St,40.73535398,-74.00483091,2825
Perry St & Greenwich Ave,40.735918,-74.000939,1639
Pershing Square North,40.751873,-73.977706,2838
Pershing Square South,40.751581,-73.97791,1151
Pier 40 - Hudson River Park,40.72771408,-74.01129574,7969
Pierrepont St & Monroe Pl,40.69535693,-73.99344027,611
Pike St & E Broadway,40.71406667,-73.99293911,1789
Pike St & Monroe St,40.71173107,-73.99193043,2138
Pioneer St & Richards St,40.6777748,-74.0094613,303
Pioneer St & Van Brunt St,40.679043,-74.011169,501
Pitt St & Stanton St,40.71926081,-73.98178024,802
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,1755
Pleasant Ave & E 116 St,40.7949879,-73.9333349,1802
Pleasant Ave & E 120 St,40.7974772,-73.9311847,721
Powers St & Olive St,40.71323,-73.93894,453
President St & Henry St,40.6828003,-73.99990419,515
Prospect Park West & 8 St,40.66514682,-73.97637606,1781
Prospect Pl & 6 Ave,40.6793307,-73.97519523,624
Prospect Pl & Underhill Ave,40.6769694,-73.96579,539
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,528
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,216
Putnam Ave & Nostrand Ave,40.68402,-73.94977,573
Putnam Ave & Throop Ave,40.6851532,-73.94111,727
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,321
Queens Plaza North & Crescent St,40.75110165,-73.94073717,5222
Railroad Ave & Kay Ave,40.70531194,-73.97100056,49
Reade St & Broadway,40.71450451,-74.00562789,1420
Richards St & Delavan St,40.6794327,-74.00785041,216
Richardson St & N Henry St,40.71907891,-73.9422369,594
Riverside Blvd & W 67 St,40.77750703,-73.98888588,3697
Riverside Dr & W 104 St,40.8013434,-73.97114574,2755
Riverside Dr & W 72 St,40.78057799,-73.98562431,4048
Riverside Dr & W 78 St,40.78414472,-73.98362492,2148
Riverside Dr & W 78 St,40.785,-73.983,2
Riverside Dr & W 82 St,40.78720869,-73.98128127,2411
Riverside Dr & W 91 St,40.79313481,-73.97700369,2784
Rivington St & Chrystie St,40.72110063,-73.9919254,1951
Rivington St & Ridge St,40.71850211,-73.98329859,2385
Rockaway Ave & Bainbridge St,40.68319988,-73.91166642,446
Roebling St & N 4 St,40.71469,-73.95739,1436
Rogers Ave & Sterling St,40.6630619,-73.9538746,1179
S 3 St & Bedford Ave,40.71260486,-73.96264403,2123
S 4 St & Rodney St,40.70934,-73.95608,1308
S 4 St & Wythe Ave,40.71285887,-73.96590294,4743
S 5 Pl & S 5 St,40.710451,-73.960876,7442
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,908
Sands St Gate,40.699569,-73.979827,782
Schermerhorn St & Bond St,40.68841743,-73.98451656,1637
Schermerhorn St & Court St,40.69102926,-73.99183363,1046
Scholes St & Manhattan Ave,40.70870368,-73.9448625,1308
Sharon St & Olive St,40.715353,-73.93856,785
Sigourney St & Columbia St,40.67267243,-74.00879525,538
Smith St & 3 St,40.6787242,-73.99599099,608
Smith St & 9 St,40.6746957,-73.99785768,601
Somers St & Broadway,40.67945,-73.90474,174
South St & Gouverneur Ln,40.70355377,-74.00670227,3466
South St & Whitehall St,40.70122128,-74.01234218,2958
Spruce St & Nassau St,40.71146364,-74.00552427,2127
St James Pl & Oliver St,40.71307916,-73.99851193,1140
St James Pl & Pearl St,40.71117416,-74.00016545,1059
St Johns Pl & Washington Ave,40.6737236,-73.9631611,1145
St Marks Pl & 1 Ave,40.72779126,-73.98564945,3251
St Marks Pl & 2 Ave,40.728,-73.986,1
St Marks Pl & 2 Ave,40.7284186,-73.98713956,3071
St Mary's St & Jackson Ave,40.808891,-73.91081,27
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,1254
St Nicholas Ave & W 137 St,40.818477,-73.947568,897
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,31
St. Ann's Ave & E 144 St,40.811112,-73.914932,12
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2012
Stagg St & Morgan Ave,40.710681,-73.93372,276
Stagg St & Union Ave,40.70877084,-73.95095259,1917
Stanhope St & Fairview Ave,40.70998,-73.91116,271
Stanton St & Chrystie St,40.72229346,-73.99147535,2635
Stanton St & Mangin St,40.71782143,-73.97628939,1433
Stanton St & Norfolk St,40.720747,-73.986274,2243
State St & Smith St,40.68926942,-73.98912867,1042
Steinway St & 23 Ave,40.7713937,-73.9077436,945
Steinway St & 28 Ave,40.7656251,-73.9136695,1017
Stephen St & Seneca Ave,40.6988,-73.9007,134
Sterling Pl & Bedford Ave,40.672695,-73.954131,1007
Sterling St & Bedford Ave,40.6627059,-73.9569115,1022
Stewart Ave & Johnson Ave,40.70869,-73.92587,110
Stockholm St & Wilson Ave,40.699304,-73.923044,582
Stuyvesant Walk & 1 Av Loop,40.73233978,-73.97898383,169
Suffolk St & Stanton St,40.72066442,-73.98517977,2899
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,339
Sullivan St & Washington Sq,40.73047747,-73.99906065,3907
Suydam St & Broadway,40.69544,-73.93223,488
Suydam St & Knickerbocker Ave,40.702013,-73.923769,1338
Suydam St & St. Nicholas Ave,40.70636,-73.91945,170
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,432
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,542
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,1353
Underhill Ave & Pacific St,40.6804836,-73.9646795,814
Union Ave & Jackson St,40.7160751,-73.952029,727
Union Ave & N 12 St,40.71924,-73.95242,2985
Union Ave & Wallabout St,40.70029511,-73.95032283,582
Union St & 4 Ave,40.6772744,-73.98282002,801
Union St & Bedford Ave,40.6691783,-73.9554162,683
Union St & Nevins St,40.679098,-73.98765475,406
University Pl & E 14 St,40.734814,-73.992085,4284
University Pl & E 8 St,40.73143724,-73.99490342,3128
Van Brunt St & Van Dyke St,40.67583294,-74.01472628,1146
Van Brunt St & Wolcott St,40.6773429,-74.01275056,556
Van Buren St & Broadway,40.692,-73.92617,430
Van Sinderen Ave & Truxton St,40.6786,-73.90369,496
Vernon Blvd & 10 St,40.7671863,-73.9373554,1385
Vernon Blvd & 30 Rd,40.770845,-73.934171,658
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,1104
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,1731
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,1390
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,1135
Verona Pl & Fulton St,40.68035608,-73.9476791,629
Vesey Pl & River Terrace,40.7153379,-74.01658354,3400
W 100 St & Broadway,40.797,-73.971,1
W 100 St & Broadway,40.7973721,-73.97041192,2574
W 100 St & Manhattan Ave,40.794,-73.965,1
W 100 St & Manhattan Ave,40.795,-73.9645,1523
W 104 St & Amsterdam Ave,40.79904139,-73.9664948,1119
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,1302
W 106 St & Central Park West,40.7981856,-73.9605909,2610
W 107 St & Columbus Ave,40.7997568,-73.96211287,1022
W 11 St & 6 Ave,40.73532427,-73.99800419,2364
W 110 St & Amsterdam Ave,40.802692,-73.96295,1581
W 113 St & Broadway,40.805973,-73.964928,1087
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,673
W 116 St & Broadway,40.8082,-73.9641,1097
W 120 St & Claremont Ave,40.8109494,-73.9634,865
W 129 St & Convent Ave,40.81439444,-73.95324737,689
W 13 St & 5 Ave,40.735445,-73.99431,1660
W 13 St & 7 Ave,40.73781509,-73.99994661,2292
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,1274
W 15 St & 10 Ave,40.74275383,-74.00747359,2116
W 15 St & 6 Ave,40.73804614,-73.99642959,2577
W 15 St & 7 Ave,40.73935542,-73.99931783,4222
W 16 St & The High Line,40.74334935,-74.00681753,1846
W 169 St & Fort Washington Ave,40.8428422,-73.9421253,4844
W 17 St & 8 Ave,40.74177603,-74.00149746,3150
W 18 St & 6 Ave,40.73971301,-73.99456405,1533
W 18 St & 9 Ave,40.74353373,-74.00367558,965
W 20 St & 11 Ave,40.746745,-74.007756,3964
W 20 St & 7 Ave,40.74238787,-73.99726235,2842
W 20 St & 8 Ave,40.74345335,-74.00004031,3044
W 21 St & 6 Ave,40.74173969,-73.99415556,5294
W 21 St & 6 Ave,40.743,-73.995,2
W 22 St & 10 Ave,40.74691959,-74.00451887,4249
W 22 St & 8 Ave,40.74475148,-73.99915362,3483
W 22 St & 8 Ave,40.746,-73.998,1
W 24 St & 7 Ave,40.74487634,-73.99529885,4379
W 25 St & 6 Ave,40.74395411,-73.99144871,2469
W 26 St & 10 Ave,40.74971775,-74.00295035,1561
W 26 St & 8 Ave,40.74734825,-73.99723551,3255
W 27 St & 7 Ave,40.746647,-73.993915,2658
W 30 St & 10 Ave,40.752694,-74.002353,2652
W 31 St & 7 Ave [temporarily removed],40.749156,-73.9916,638
W 33 St & 7 Ave,40.75019995,-73.99093085,2737
W 34 St & 11 Ave,40.75594159,-74.0021163,2340
W 35 St & Dyer Ave,40.75469175,-73.99740189,2120
W 37 St & 10 Ave,40.75660359,-73.9979009,3785
W 37 St & 5 Ave,40.75038009,-73.98338988,1733
W 38 St & 8 Ave,40.75466591,-73.99138152,3713
W 4 St & 7 Ave S,40.734,-74.004,1
W 4 St & 7 Ave S,40.73401143,-74.00293877,4415
W 40 St & 5 Ave,40.752,-73.983,1
W 40 St & 5 Ave,40.752269,-73.982079,2103
W 41 St & 8 Ave,40.755,-73.989,1
W 41 St & 8 Ave,40.75640548,-73.9900262,3029
W 42 St & 6 Ave,40.75492,-73.98455,2263
W 42 St & 8 Ave,40.7575699,-73.99098507,1969
W 42 St & Dyer Ave,40.75898481,-73.99379969,2691
W 43 St & 10 Ave,40.76009437,-73.99461843,3550
W 44 St & 5 Ave,40.75500254,-73.98014437,1197
W 45 St & 6 Ave,40.7568001,-73.98291153,1900
W 45 St & 8 Ave,40.75929124,-73.98859651,2482
W 46 St & 11 Ave,40.76341379,-73.99667444,2980
W 47 St & 10 Ave,40.76269882,-73.99301222,3913
W 47 St & 6 Ave,40.758397,-73.98255,969
W 49 St & 8 Ave,40.76227205,-73.98788205,3297
W 50 St & 9 Ave,40.76360468,-73.98917958,3131
W 52 St & 11 Ave,40.76727216,-73.99392888,4362
W 52 St & 5 Ave,40.75992262,-73.97648516,948
W 52 St & 6 Ave,40.76132983,-73.97982001,1598
W 53 St & 10 Ave,40.76669671,-73.99061728,3035
W 54 St & 9 Ave,40.76584941,-73.98690506,2659
W 55 St & 6 Ave,40.763189,-73.978434,2421
W 56 St & 10 Ave,40.768254,-73.988639,2373
W 59 St & 10 Ave,40.770513,-73.988038,3057
W 59 St & West End Ave,40.771771,-73.990625,4043
W 63 St & Broadway,40.77163851,-73.98261428,2480
W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,2566
W 67 St & Broadway,40.77492513,-73.98266566,1524
W 67 St & Broadway,40.776,-73.983,1
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2774
W 74 St & Columbus Ave,40.7785669,-73.97754961,1585
W 76 St & Columbus Ave,40.78018397,-73.97728533,1991
W 82 St & Central Park West,40.78275,-73.97137,2759
W 84 St & Broadway,40.7867947,-73.977112,1506
W 84 St & Columbus Ave,40.78499979,-73.97283406,1980
W 87 St & Amsterdam Ave,40.78839,-73.9747,1554
W 87 St & West End Ave,40.789622,-73.97757,1842
W 89 St & Columbus Ave,40.7882213,-73.97041561,2249
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,1359
W 92 St & Broadway,40.7921,-73.9739,1229
W 95 St & Broadway,40.7937704,-73.971888,2054
W Broadway & Spring St [temporarily removed],40.72494672,-74.00165856,1155
W Broadway & W Houston St,40.726378,-74.000472,2229
Wall St & South St,40.70437,-74.00637,3395
Walnut Ave & E 136 St,40.801657,-73.909513,2
Warren St & Court St,40.686371,-73.99383324,577
Washington Ave & Greene Ave,40.68650065,-73.96563307,736
Washington Ave & Park Ave,40.69610226,-73.96751037,772
Washington Park,40.6917823,-73.9737299,1418
Washington Pl & 6 Ave,40.73224119,-74.00026394,2420
Washington Pl & Broadway,40.72903917,-73.99404649,1454
Washington St & Gansevoort St,40.739323,-74.008119,2924
Water - Whitehall Plaza,40.70255065,-74.0127234,1534
Waterbury St & Stagg St,40.71019,-73.93734,390
Watts St & Greenwich St,40.72405549,-74.00965965,2275
West Drive & Prospect Park West,40.66106337,-73.97945255,6121
West End Ave & W 107 St,40.8021174,-73.96818053,1432
West End Ave & W 78 St,40.783786,-73.981687,1356
West End Ave & W 94 St,40.7941654,-73.974124,2216
West St & Chambers St,40.71754834,-74.01322069,9485
West St & Liberty St,40.711444,-74.014847,6405
West Thames St,40.70834698,-74.01713445,4523
White St & Johnson Ave,40.707174,-73.93581,108
White St & Moore St,40.704508,-73.9351,589
William St & Pine St,40.70717936,-74.00887308,1805
Willis Ave & Bruckner Blvd,40.805701,-73.925177,400
Willis Ave & E 137 St,40.808384,-73.923604,281
Willis Ave & E 141 St,40.81093,-73.921606,238
Willis Ave & E 143 St,40.812299,-73.92037,17
Willoughby Ave & Hall St,40.69196035,-73.96536851,802
Willoughby Ave & Myrtle Ave [temporarily removed],40.69757,-73.93098,762
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,152
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,1049
Willoughby Ave & Walworth St,40.69331716,-73.95381995,1030
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,490
Willoughby St & Ashland Pl,40.69178,-73.97877,436
Willoughby St & Fleet St,40.69196566,-73.9813018,1191
Willow Ave & E 133 St,40.800933,-73.913863,211
Wilson Ave & Moffat St,40.68906,-73.90506,179
Wilson Ave & Troutman St,40.70166,-73.92754,506
Withers St & Kingsland Ave,40.71773,-73.94051,283
Wolcott St & Dwight St,40.6753274,-74.0100698,130
Woodward Ave & Harman St,40.70793,-73.91092,158
Wyckoff Av & Jefferson St,40.707165,-73.923711,494
Wyckoff Av & Stanhope St,40.703545,-73.917775,429
Wyckoff St & Nevins St,40.683426,-73.984275,556
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2773
