start_station_name,start_lat,start_lng,count_s21
Cambridge Pl & Gates Ave,40.68488,-73.96304,1593
Canal St & Rutgers St,40.714274,-73.9899,6503
Canal St & Rutgers St,40.714275,-73.9899,47
Carlton Ave & Dean St,40.680974,-73.97101,17
Carlton Ave & Dean St,40.680974,-73.971009,2133
Carlton Ave & Flushing Ave,40.697787,-73.973736,1369
Carlton Ave & Park Ave,40.695807,-73.973556,3
Carlton Ave & Park Ave,40.695807,-73.973555,926
Carmine St & 6 Ave,40.730385,-74.002149,8813
Carmine St & 6 Ave,40.730386,-74.00215,156
Carroll St & 5 Ave,40.675162,-73.981483,1642
Carroll St & 6 Ave,40.674088,-73.978728,1576
Carroll St & 6 Ave,40.674089,-73.978728,8
Carroll St & Bond St,40.678611,-73.990372,1280
Carroll St & Bond St,40.678612,-73.990373,14
Carroll St & Columbia St,40.683045,-74.003485,1160
Carroll St & Columbia St,40.683046,-74.003486,11
Carroll St & Franklin Ave,40.667941,-73.9588,661
Carroll St & Smith St,40.680611,-73.994758,2284
Carroll St & Washington Ave,40.668674,-73.961815,18
Carroll St & Washington Ave,40.668674,-73.961814,847
Cathedral Pkwy & Broadway,40.804213,-73.966991,3582
Catherine St & Monroe St,40.711174,-73.996826,2432
Caton Ave & Argyle Rd,40.649681,-73.967829,753
Caton Ave & E 10 St,40.648481,-73.97058,434
Caton Ave & E 7 St,40.647718,-73.973663,423
Cauldwell Ave & E 158 St,40.81989,-73.908351,135
Cauldwell Ave & E 161 St,40.82188,-73.907521,185
Cedar Ave & W Fordham Rd,40.86156,-73.91219,135
Cedar St & Evergreen Ave,40.69671,-73.92807,572
Cedar St & Myrtle Ave,40.697842,-73.926241,706
Center Blvd & 48 Ave,40.745038,-73.957539,1233
Center Blvd & 51 Ave,40.743366,-73.959607,59
Center Blvd & 51 Ave,40.743366,-73.959606,1940
Central Ave & Covert St,40.68929,-73.90951,328
Central Ave & Decatur St,40.6882,-73.90798,372
Central Ave & Flushing Ave,40.702831,-73.9333,644
Central Ave & Himrod St,40.69676,-73.92302,683
Central Ave & Melrose St,40.70112,-73.93039,503
Central Ave & Starr Street,40.700003,-73.92834,856
Central Ave & Weirfield St,40.69055,-73.91181,534
Central Ave & Woodbine St,40.69296,-73.91605,565
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,6371
Central Park S & 6 Ave,40.765909,-73.976342,532
Central Park S & 6 Ave,40.765909,-73.976341,9931
Central Park W & W 103 St,40.796036,-73.961589,2801
Central Park W & W 103 St,40.796037,-73.961589,61
Central Park W & W 91 St,40.788664,-73.9668,5279
Central Park W & W 91 St,40.788665,-73.966801,40
Central Park W & W 97 St,40.792495,-73.964171,125
Central Park W & W 97 St,40.792495,-73.96417,5766
Central Park West & W 68 St,40.773406,-73.977825,8456
Central Park West & W 68 St,40.773407,-73.977825,291
Central Park West & W 72 St,40.775793,-73.976205,8244
Central Park West & W 72 St,40.775794,-73.976206,242
Central Park West & W 76 St,40.778967,-73.973747,4622
Central Park West & W 76 St,40.778968,-73.973747,165
Central Park West & W 85 St,40.78476,-73.969862,6000
Centre St & Chambers St,40.712732,-74.004607,5645
Centre St & Chambers St,40.712733,-74.004607,287
Centre St & Seneca Ave,40.69969,-73.9022,179
Centre St & Worth St,40.714948,-74.002345,89
Centre St & Worth St,40.714948,-74.002344,2666
Charlotte St & Boston Rd,40.835877,-73.893142,100
Cherry St,40.712199,-73.979481,3711
Chester Ave & 12 Ave,40.644367,-73.984276,212
Christopher St & Greenwich St,40.732915,-74.007113,6885
Christopher St & Greenwich St,40.732916,-74.007114,111
Church Ave & McDonald Ave,40.642809,-73.979239,270
Church Ave & Story St,40.642031,-73.981073,218
Clark St & Henry St,40.697601,-73.993446,47
Clark St & Henry St,40.697601,-73.993445,3757
Classon Ave & St Marks Ave,40.676519,-73.959608,1820
Classon Ave & St Marks Ave,40.67652,-73.959608,10
Clay Ave & Claremont Pkwy,40.83999,-73.90549,239
Clay Ave & E 173 St,40.843264,-73.904867,175
Clermont Ave & Lafayette Ave,40.687644,-73.969689,1798
Clermont Ave & Lafayette Ave,40.687645,-73.969689,12
Clermont Ave & Park Ave,40.695733,-73.971296,960
Clermont Ave & Park Ave,40.695734,-73.971297,6
Cleveland Pl & Spring St,40.722103,-73.997249,9647
Cleveland Pl & Spring St,40.722104,-73.997249,152
Cliff St & Fulton St,40.70838,-74.00495,2421
Clinton Ave & Flushing Ave,40.69794,-73.969868,1192
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2821
"Clinton St	& Cherry St",40.711471,-73.986726,59
Clinton St & 4 Place,40.678356,-74.000145,1307
Clinton St & Centre St,40.67434,-74.001947,3
Clinton St & Centre St,40.67434,-74.001946,375
Clinton St & Grand St,40.715595,-73.98703,74
Clinton St & Grand St,40.715595,-73.987029,7390
Clinton St & Joralemon St,40.692395,-73.993379,2356
Clinton St & Tillary St,40.696232,-73.99142,1493
Clinton St & Tillary St,40.696233,-73.991421,37
Clinton St & Union St,40.683116,-73.997853,16
Clinton St & Union St,40.683116,-73.997852,1622
Clinton St\t& Cherry St,40.711471,-73.986726,2620
Coffey St & Conover St,40.677236,-74.015665,1003
College Ave & E 170 St,40.837576,-73.910489,103
Columbia Heights & Cranberry St,40.700378,-73.99548,1777
Columbia Heights & Cranberry St,40.700379,-73.995481,61
Columbia St & Degraw St,40.685929,-74.002423,1179
Columbia St & Degraw St,40.68593,-74.002424,21
Columbia St & Kane St,40.687631,-74.001625,979
Columbia St & Kane St,40.687632,-74.001626,23
Columbia St & Lorraine St,40.674705,-74.007557,209
Columbia St & Lorraine St,40.674706,-74.007557,4
Columbia St & Rivington St,40.717399,-73.980165,2034
Columbia St & Rivington St,40.7174,-73.980166,22
Columbia St & W 9 St,40.676999,-74.006471,263
Columbus Ave & W 103 St,40.796934,-73.964341,1132
Columbus Ave & W 103 St,40.796935,-73.964341,13
Columbus Ave & W 72 St,40.777057,-73.978984,7103
Columbus Ave & W 72 St,40.777058,-73.978985,101
Columbus Ave & W 95 St,40.791955,-73.968087,4937
Columbus Ave & W 95 St,40.791956,-73.968087,35
Commerce St & Van Brunt St,40.681211,-74.008609,534
Commerce St & Van Brunt St,40.681212,-74.008609,17
Concord St & Bridge St,40.697665,-73.984764,1555
Concord St & Bridge St,40.697666,-73.984764,24
Concourse Village East & E 158 St,40.823732,-73.919379,295
Concourse Village West & E 156 St,40.823162,-73.923267,186
Congress St & Clinton St,40.688152,-73.995209,1900
Congress St & Clinton St,40.688153,-73.995209,21
Congress St & Hicks St,40.689395,-73.999513,10
Congress St & Hicks St,40.689395,-73.999512,829
Convent Ave & W 135 St,40.818215,-73.950988,525
Convent Ave & W 151 St,40.82831,-73.942924,227
Cooper Square & Astor Pl,40.729514,-73.990752,4835
Cooper Square & Astor Pl,40.729515,-73.990753,61
Court St & Nelson St,40.676394,-73.998698,1287
Court St & Nelson St,40.676395,-73.998699,25
Court St & State St,40.690237,-73.99203,3116
Court St & State St,40.690238,-73.992031,36
Courtlandt Ave & E 149 St,40.816402,-73.919549,446
Courtlandt Ave & E 157 St,40.822267,-73.916792,151
Crescent St & 30 Ave,40.768692,-73.924957,1685
Crescent St & 34 Ave,40.76108,-73.930562,1156
Crescent St & 35 Ave,40.759627,-73.932145,690
Crescent St & 35 Ave,40.759628,-73.932146,4
Crescent St & Broadway,40.763358,-73.928647,1527
Crescent St & Broadway,40.763359,-73.928647,6
Crescent St & Ditmars Blvd,40.778718,-73.914564,447
Crescent St & Ditmars Blvd,40.778719,-73.914565,14
Crotona Park East & E 173 St,40.837037,-73.890413,173
Crotona Park North & Prospect Ave,40.841092,-73.892317,383
Cumberland St & Lafayette Ave,40.687534,-73.972652,35
Cumberland St & Lafayette Ave,40.687534,-73.972651,2060
Cypress Ave & George St,40.69812,-73.90271,141
Cypress Ave & Palmetto St,40.701573,-73.908763,1
Cypress Ave & Palmetto St,40.701573,-73.908762,128
Dahill Rd & 12 Ave,40.646037,-73.980963,349
Davidson Ave & W Burnside Ave,40.853646,-73.908731,244
Dawson St & Intervale Ave,40.819999,-73.897263,147
DeKalb Ave & Franklin Ave,40.690648,-73.957462,16
DeKalb Ave & Franklin Ave,40.690648,-73.957461,1725
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2127
DeKalb Ave & S Portland Ave,40.68981,-73.974931,2526
DeKalb Ave & Vanderbilt Ave,40.689407,-73.968855,18
DeKalb Ave & Vanderbilt Ave,40.689407,-73.968854,2804
Dean St & Franklin Ave,40.677592,-73.955637,1957
Dean St & Hoyt St,40.686444,-73.987591,1797
Degraw St & Hoyt St,40.68199,-73.99079,1191
Degraw St & Smith St,40.682915,-73.993182,1661
Delancey St & Eldridge St,40.719383,-73.991479,2443
Devoe St & Lorimer St,40.713352,-73.949103,2063
Devoe St & Morgan Ave,40.713811,-73.93515,657
Ditmars Ave & 43 St,40.771203,-73.903865,427
Ditmars Blvd & 19 St,40.78145,-73.91833,971
Ditmars Blvd & 48 St,40.769219,-73.901001,187
Ditmars Blvd & 73 St,40.76817,-73.896293,117
Ditmars Blvd & 76 St,40.768442,-73.893531,154
Ditmars Blvd & 79 St,40.768728,-73.890745,241
Division Ave & Hooper St,40.706842,-73.954435,1158
Division Ave & Marcy Ave,40.707087,-73.957968,7
Division Ave & Marcy Ave,40.707087,-73.957967,541
Division St & Bowery,40.714193,-73.996732,2561
Dock 72 Way & Market St,40.69985,-73.97141,1012
Douglass St & 3 Ave,40.680213,-73.984327,6
Douglass St & 3 Ave,40.680213,-73.984326,1536
Douglass St & 4 Ave,40.679278,-73.98154,1590
Douglass St & 4 Ave,40.679279,-73.98154,23
Driggs Ave & Lorimer St,40.721791,-73.950415,1822
Driggs Ave & N 9 St,40.718169,-73.955201,3262
Driggs Ave & N 9 St,40.71817,-73.955201,22
Driggs Ave & N Henry St,40.72325,-73.94308,1842
Duane St & Greenwich St,40.717487,-74.010455,2196
Duane St & Greenwich St,40.717488,-74.010455,34
Duffield St & Willoughby St,40.692215,-73.984284,2159
Duffield St & Willoughby St,40.692216,-73.984284,16
Dwight St & Van Dyke St,40.673635,-74.011955,393
Dwight St & Van Dyke St,40.673636,-74.011956,8
Dyckman St & 10 Ave,40.858904,-73.923094,16
Dyckman St & 10 Ave,40.858904,-73.923093,270
Dyckman St & Henshaw St,40.867357,-73.92936,616
Dyckman St & Staff St,40.868846,-73.931537,1010
E 1 St & 1 Ave,40.723355,-73.988649,4617
E 1 St & 1 Ave,40.723356,-73.98865,77
E 10 St & Avenue A,40.727407,-73.98142,8102
E 10 St & Avenue A,40.727408,-73.98142,61
E 102 St & 1 Ave,40.786994,-73.941648,2524
E 102 St & 1 Ave,40.786995,-73.941648,26
E 102 St & Park Ave,40.790482,-73.95033,1225
E 102 St & Park Ave,40.790483,-73.950331,7
E 103 St & Lexington Ave,40.790305,-73.947558,16
E 103 St & Lexington Ave,40.790305,-73.947557,1524
E 106 St & 1 Ave,40.789252,-73.939562,1363
E 106 St & 1 Ave,40.789253,-73.939562,9
E 106 St & Lexington Ave,40.791976,-73.945993,1231
E 106 St & Madison Ave,40.793433,-73.94945,1683
E 106 St & Madison Ave,40.793434,-73.94945,50
E 109 St & 3 Ave,40.793296,-73.943208,1135
E 109 St & 3 Ave,40.793297,-73.943208,12
E 11 St & 1 Ave,40.729538,-73.984267,5614
E 11 St & 2 Ave,40.730473,-73.986724,31
E 11 St & 2 Ave,40.730473,-73.986723,3299
E 11 St & 3 Ave,40.73127,-73.98849,1706
E 11 St & Avenue B,40.727464,-73.979504,4313
E 110 St & Madison Ave,40.796153,-73.947821,2601
E 110 St & Madison Ave,40.796154,-73.947821,33
E 114 St & 1 Ave,40.794566,-73.936254,1222
E 115 St & Lexington Ave,40.797911,-73.9423,1314
E 115 St & Madison Ave,40.798944,-73.944846,1048
E 115 St & Madison Ave,40.798945,-73.944846,3
E 116 St & 2 Ave,40.796879,-73.937261,1008
E 118 St & 1 Ave,40.79747,-73.93504,1282
E 118 St & 3 Ave,40.799139,-73.938915,1298
E 118 St & Madison Ave,40.801486,-73.94425,1194
E 118 St & Madison Ave,40.801487,-73.944251,2
E 118 St & Park Ave,40.800538,-73.941994,755
E 118 St & Park Ave,40.800539,-73.941995,4
E 12 St & 3 Ave,40.732232,-73.988899,3937
E 12 St & 3 Ave,40.732233,-73.9889,39
E 12 St & Ave C,40.727243,-73.976831,2009
E 123 St & Lexington Ave,40.802926,-73.9379,710
E 128 St & 3 Ave,40.805631,-73.934077,176
E 128 St & Madison Ave,40.80756,-73.939182,781
E 13 St & 2 Ave,40.731539,-73.985302,6153
E 13 St & Avenue A,40.729667,-73.98068,51
E 13 St & Avenue A,40.729667,-73.980679,8749
E 132 St & Madison Ave,40.810224,-73.937195,745
E 133 St & Cypress Pl,40.80262,-73.9174,84
E 134 St & Walnut Ave,40.800425,-73.911034,139
E 135 St & St Ann's Ave,40.805089,-73.918889,200
E 138 St & 5 Av,40.81449,-73.936153,808
E 138 St & Canal St W,40.812304,-73.929153,211
E 138 St & Cypress Ave,40.805559,-73.914718,283
E 138 St & Grand Concourse,40.813224,-73.930605,228
E 138 St & Willow Ave,40.804168,-73.911545,204
E 14 St & Avenue B,40.729386,-73.977724,3080
E 14 St & Avenue B,40.729387,-73.977724,17
E 141 St & Jackson Ave,40.806896,-73.911837,153
E 141 St & St Ann's Ave,40.808633,-73.916124,315
E 142 St & 3 Ave,40.812735,-73.923697,317
E 144 St & Brook Ave,40.811675,-73.917037,162
E 147 St & Bergen Ave,40.814673,-73.91839,307
E 149 St & Eagle Ave,40.814046,-73.91186,154
E 149 St & Jackson Ave,40.813135,-73.909235,454
E 149 St & Morris Ave,40.81734,-73.922962,559
E 149 St & Park Ave,40.818154,-73.925294,338
E 15 St & 3 Ave,40.734232,-73.986923,5663
E 150 St & Gerard Ave,40.820089,-73.928947,345
E 153 St & E 157 St,40.826677,-73.929327,300
E 155 St & Courtlandt Ave,40.82057,-73.917579,141
E 156 & Brook Ave,40.819823,-73.912411,456
E 157 St & River Ave,40.825737,-73.927311,499
E 158 St & Melrose Ave,40.822215,-73.914688,255
E 16 St & 5 Ave,40.737261,-73.992389,6183
E 16 St & 5 Ave,40.737262,-73.99239,60
E 16 St & Irving Pl,40.735367,-73.987974,18
E 16 St & Irving Pl,40.735367,-73.987973,3043
E 160 St & Tinton Ave,40.820302,-73.903944,119
E 161 St & Park Ave,40.824811,-73.916407,387
E 161 St & River Ave,40.827883,-73.927111,1657
E 163 St & Tiffany St,40.821075,-73.895069,135
E 163 St & Union Ave,40.822545,-73.901824,234
E 165 St & Clay Ave,40.82809,-73.91288,355
E 165 St & Fox St,40.82394,-73.894025,114
E 165 St & Jerome Ave,40.83263,-73.925101,277
E 167 St & Bryant Ave,40.826706,-73.888719,146
E 167 St & Clay Ave,40.83094,-73.91125,313
E 167 St & Franklin Ave,40.82895,-73.90521,145
E 169 St & Fox St,40.827184,-73.893721,120
E 169 St & Webster Ave,40.834015,-73.908863,311
E 17 St & Broadway,40.737049,-73.990092,12599
E 17 St & Broadway,40.73705,-73.990093,137
E 170 St & Clay Ave,40.837213,-73.908345,183
E 170 St & Sheridan Ave,40.838315,-73.912604,168
E 170 St & Webster Ave,40.836179,-73.907301,244
E 171 St & 3 Ave,40.837119,-73.902185,239
E 171 St & Webster Ave,40.838379,-73.905838,183
E 174 St & Longfellow Ave,40.836274,-73.884308,274
E 174 St & Walton Ave,40.844811,-73.912042,159
E 188 St & Creston Ave,40.861669,-73.898589,256
E 19 St & 3 Ave,40.736245,-73.984738,27
E 19 St & 3 Ave,40.736245,-73.984737,5112
E 2 St & 2 Ave,40.725028,-73.990696,4461
E 2 St & 2 Ave,40.725029,-73.990697,16
E 2 St & Avenue A,40.723077,-73.985836,4978
E 2 St & Avenue B,40.722174,-73.983688,48
E 2 St & Avenue B,40.722174,-73.983687,6529
E 2 St & Avenue C,40.720873,-73.980857,3962
E 2 St & Avenue C,40.720874,-73.980858,21
E 20 St & 2 Ave,40.735876,-73.98205,6856
E 20 St & 2 Ave,40.735877,-73.98205,39
E 20 St & FDR Drive,40.733142,-73.975738,3609
E 20 St & FDR Drive,40.733143,-73.975739,42
E 20 St & Park Ave,40.738274,-73.98752,44
E 20 St & Park Ave,40.738274,-73.987519,3950
E 23 St & 1 Ave,40.736502,-73.978095,47
E 23 St & 1 Ave,40.736502,-73.978094,5335
E 25 St & 1 Ave,40.738176,-73.977386,3479
E 25 St & 1 Ave,40.738177,-73.977387,20
E 25 St & 2 Ave,40.739126,-73.979738,35
E 25 St & 2 Ave,40.739126,-73.979737,7205
E 27 St & 1 Ave,40.739445,-73.976806,6074
E 27 St & Park Ave S,40.742751,-73.984715,2428
E 27 St & Park Ave S,40.742752,-73.984716,36
E 3 St & 1 Ave,40.724677,-73.987834,3100
E 3 St & Church Ave,40.643817,-73.977433,301
E 30 St & Park Ave S,40.744449,-73.983035,3678
E 31 St & 3 Ave,40.743943,-73.979661,41
E 31 St & 3 Ave,40.743943,-73.97966,7164
E 32 St & Park Ave,40.745712,-73.981948,5600
E 33 St & 1 Ave,40.743226,-73.974497,6177
E 33 St & 1 Ave,40.743227,-73.974498,21
E 33 St & 5 Ave,40.747659,-73.984907,5139
E 39 St & Lexington Ave,40.749498,-73.977292,5255
E 39 St & Lexington Ave,40.749499,-73.977292,36
E 4 St & 2 Ave,40.72628,-73.98978,5257
E 4 St & 2 Ave,40.726281,-73.98978,54
E 40 St & 5 Ave,40.752062,-73.981632,2149
E 41 St & Madison Ave,40.752165,-73.979922,16
E 41 St & Madison Ave,40.752165,-73.979921,2313
E 43 St & 2 Ave,40.750223,-73.971214,3256
E 43 St & 2 Ave,40.750224,-73.971214,22
E 44 St & 2 Ave,40.751183,-73.971387,2538
E 44 St & 2 Ave,40.751184,-73.971387,20
E 44 St & Lexington Ave,40.752643,-73.974996,2708
E 45 St & 3 Ave,40.752554,-73.972826,2125
E 47 St & 1 Ave,40.752068,-73.967843,2091
E 47 St & 1 Ave,40.752069,-73.967844,27
E 47 St & 2 Ave,40.75323,-73.970325,3147
E 47 St & 2 Ave,40.753231,-73.970325,19
E 47 St & Park Ave,40.755102,-73.974986,3359
E 47 St & Park Ave,40.755103,-73.974987,21
E 48 St & 3 Ave,40.754601,-73.971879,8
E 48 St & 3 Ave,40.754601,-73.971878,3042
E 48 St & 5 Ave,40.757245,-73.978059,3077
E 48 St & 5 Ave,40.757246,-73.978059,13
E 5 St & Avenue C,40.722992,-73.979955,16
E 5 St & Avenue C,40.722992,-73.979954,2786
E 5 St & Cooper Sq,40.72769,-73.990993,2615
E 50 St & Park Ave,40.757334,-73.974235,1006
E 51 St & 1 Ave,40.754557,-73.96593,21
E 51 St & 1 Ave,40.754557,-73.965929,3048
E 51 St & 2 Ave,40.755293,-73.967641,3808
E 51 St & Lexington Ave,40.757147,-73.972078,2455
E 51 St & Lexington Ave,40.757148,-73.972078,34
E 53 St & Lexington Ave,40.75828,-73.970694,3517
E 53 St & Lexington Ave,40.758281,-73.970694,15
E 53 St & Madison Ave,40.75971,-73.974023,2765
E 53 St & Madison Ave,40.759711,-73.974023,39
E 54 St & 1 Ave,40.756265,-73.964179,2718
E 55 St & 2 Ave,40.757973,-73.966033,3036
E 56 St & 3 Ave,40.759345,-73.967597,26
E 56 St & 3 Ave,40.759345,-73.967596,3309
E 56 St & Madison Ave,40.761573,-73.972628,2384
E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,2905
E 58 St & 1 Ave (NE Corner),40.758923,-73.962262,1503
E 58 St & 1 Ave (NE Corner),40.758924,-73.962262,27
E 58 St & 3 Ave,40.760957,-73.967244,5652
E 58 St & 3 Ave,40.760958,-73.967245,43
E 58 St & Madison Ave,40.763025,-73.972095,3505
E 58 St & Madison Ave,40.763026,-73.972095,30
E 6 St & Avenue B,40.724537,-73.981854,7017
E 6 St & Avenue D,40.72228,-73.976687,4619
E 6 St & Avenue D,40.722281,-73.976687,32
E 60 St & York Ave,40.759107,-73.959223,1648
E 63 St & 3 Ave,40.763954,-73.9646,3037
E 65 St & 2 Ave,40.764718,-73.96222,2926
E 65 St & 2 Ave,40.764719,-73.962221,20
E 66 St & Madison Ave,40.768008,-73.968452,1639
E 66 St & Madison Ave,40.768009,-73.968453,51
E 67 St & Park Ave,40.7678,-73.96592,1211
E 67 St & Park Ave,40.767801,-73.965921,43
E 68 St & 3 Ave,40.767128,-73.962246,2059
E 68 St & Madison Ave,40.769157,-73.967035,39
E 68 St & Madison Ave,40.769157,-73.967034,1431
E 7 St & Avenue A,40.726217,-73.983798,7094
E 7 St & Avenue A,40.726218,-73.983799,15
E 72 St & Park Ave,40.771182,-73.964094,2852
E 72 St & Park Ave,40.771183,-73.964094,67
E 72 St & York Ave,40.766638,-73.953483,17
E 72 St & York Ave,40.766638,-73.953482,5370
E 74 St & 1 Ave,40.768973,-73.954822,4637
E 74 St & 1 Ave,40.768974,-73.954823,16
E 75 St & 3 Ave,40.771129,-73.957723,27
E 75 St & 3 Ave,40.771129,-73.957722,2582
E 76 St & Park Ave,40.773763,-73.962221,37
E 76 St & Park Ave,40.773763,-73.96222,2762
E 77 St & 3 Ave,40.773142,-73.958562,23
E 77 St & 3 Ave,40.773142,-73.958561,2948
E 78 St & 2 Ave,40.772796,-73.955778,2226
E 78 St & 2 Ave,40.772797,-73.955778,24
E 8 St & Caton Ave,40.648055,-73.972432,229
E 81 St & 2 Ave,40.774779,-73.954275,10
E 81 St & 2 Ave,40.774779,-73.954274,3180
E 81 St & 3 Ave,40.77573,-73.956753,14
E 81 St & 3 Ave,40.77573,-73.956752,2346
E 81 St & Park Ave,40.776777,-73.95901,6
E 81 St & Park Ave,40.776777,-73.959009,1521
E 81 St & York Ave,40.772838,-73.949892,3150
E 82 St & East End Ave,40.77246,-73.94682,2252
E 82 St & East End Ave,40.772461,-73.946821,9
E 84 St & 1 Ave,40.775655,-73.950686,4220
E 84 St & Park Ave,40.778626,-73.95772,3338
E 84 St & Park Ave,40.778627,-73.957721,26
E 85 St & 3 Ave,40.778012,-73.954071,5632
E 85 St & York Ave,40.775369,-73.948034,7
E 85 St & York Ave,40.775369,-73.948033,2286
E 88 St & 1 Ave,40.778301,-73.948813,3560
E 88 St & Park Ave,40.78141,-73.955959,2501
E 88 St & Park Ave,40.781411,-73.955959,62
E 89 St & 3 Ave,40.780628,-73.952167,32
E 89 St & 3 Ave,40.780628,-73.952166,3169
E 89 St & York Ave,40.777945,-73.946041,3361
E 9 St & 5 Ave,40.732758,-73.995816,3154
E 9 St & 5 Ave,40.732759,-73.995817,4
E 9 St & Avenue C,40.725213,-73.977688,30
E 9 St & Avenue C,40.725213,-73.977687,3664
E 91 St & 2 Ave,40.781122,-73.949656,38
E 91 St & 2 Ave,40.781122,-73.949655,3897
E 91 St & Park Ave,40.783501,-73.955327,3261
E 91 St & Park Ave,40.783502,-73.955327,58
E 93 St & 2 Ave,40.782454,-73.94892,7
E 93 St & 2 Ave,40.782454,-73.948919,2174
E 95 St & 3 Ave,40.784903,-73.950503,1625
E 97 St & 3 Ave,40.78592,-73.948603,8
E 97 St & 3 Ave,40.78592,-73.948602,954
E 97 St & Madison Ave,40.787801,-73.953559,3408
E 98 St & Park Ave,40.78813,-73.95206,1093
E Burnside Ave & Ryer Ave,40.850535,-73.901318,34
E Tremont Ave & E 176 St,40.847798,-73.901883,247
E Tremont Ave & Jerome Ave,40.851747,-73.908964,323
East End Ave & E 86 St,40.775186,-73.944461,29
East End Ave & E 86 St,40.775186,-73.94446,2127
Eastern Pkwy & Franklin Ave,40.670776,-73.95768,2545
Eastern Pkwy & Franklin Ave,40.670777,-73.95768,21
Eastern Pkwy & Washington Ave,40.671649,-73.963115,40
Eastern Pkwy & Washington Ave,40.671649,-73.963114,1993
Edgecombe Ave & W 141 St,40.820681,-73.945144,1561
Edgecombe Ave & W 145 St,40.823498,-73.94386,1052
Edgecombe Ave & W 150 St,40.826881,-73.941427,261
Edgecombe Ave & W 167 St,40.838191,-73.936085,451
Eldert St & Bushwick Ave,40.68652,-73.91321,367
Emerson Pl & Myrtle Ave,40.693631,-73.962236,23
Emerson Pl & Myrtle Ave,40.693631,-73.962235,2364
Engert Ave & McGuinness Blvd,40.72158,-73.94546,743
Evergreen Ave & Noll St,40.70106,-73.93318,784
FDR Drive & E 35 St,40.744219,-73.971212,7187
Faile St & Garrison Ave,40.820578,-73.888271,37
Fairview Ave & Linden St,40.70694,-73.90632,313
Featherbed Ln & Jerome Ave,40.845505,-73.914311,81
Featherbed Ln & Nelson Ave,40.846011,-73.919637,266
Flushing Ave & Vanderbilt Ave,40.69795,-73.970776,58
Flushing Ave & Vanderbilt Ave,40.69795,-73.970775,2364
Flushing Ave & Woodward Ave,40.71246,-73.91873,285
Folin St & E 181 St,40.853929,-73.898385,86
Forest Ave & Summerfield St,40.69922,-73.89795,658
"Forsyth St	& Grand St",40.717798,-73.993161,38
Forsyth St & Broome St,40.718939,-73.992663,47
Forsyth St & Broome St,40.718939,-73.992662,3708
Forsyth St & Canal St,40.715815,-73.994223,4265
Forsyth St & Canal St,40.715816,-73.994224,79
Forsyth St\t& Grand St,40.717798,-73.993161,4532
Fort Washington Ave & W 173 St,40.84522,-73.940493,641
Fort Washington Ave & W 183 St,40.852252,-73.937854,631
Franklin Ave & E 169 St,40.83171,-73.90208,220
Franklin Ave & Myrtle Ave,40.694546,-73.958014,8
Franklin Ave & Myrtle Ave,40.694546,-73.958013,977
Franklin Ave & St Marks Ave,40.675832,-73.956168,17
Franklin Ave & St Marks Ave,40.675832,-73.956167,1662
Franklin St & Dupont St,40.73564,-73.95866,2718
Franklin St & W Broadway,40.719115,-74.006666,3062
Franklin St & W Broadway,40.719116,-74.006667,50
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,357
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3940
Frederick Douglass Blvd & W 115 St,40.803865,-73.955931,10
Frederick Douglass Blvd & W 115 St,40.803865,-73.95593,2671
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,3529
Frederick Douglass Blvd & W 129 St,40.812551,-73.949229,12
Frederick Douglass Blvd & W 129 St,40.812551,-73.949228,1119
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,957
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,243
Freeman St & Southern Blvd,40.830051,-73.892103,289
Front St & Gold St,40.70224,-73.982578,1723
Front St & Jay St,40.702461,-73.986842,2376
Front St & Washington St,40.70255,-73.989402,5277
Front St & Washington St,40.702551,-73.989402,139
Frost St & Debevoise Ave,40.71882,-73.93948,372
Frost St & Meeker Ave,40.717661,-73.9488,879
Frost St & Meeker Ave,40.717662,-73.9488,10
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,371
Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,446
Ft. Washington Ave & W 190 St,40.856906,-73.935662,270
Fulton Ave & E 168 St,40.830471,-73.904556,94
Fulton Ave & E 172 St,40.839229,-73.899047,123
Fulton Ave & St. Paul's Pl,40.83545,-73.90153,180
Fulton St & Adams St,40.692418,-73.989495,62
Fulton St & Adams St,40.692418,-73.989494,3135
Fulton St & Broadway,40.711066,-74.009447,4868
Fulton St & Clermont Ave,40.684157,-73.969223,22
Fulton St & Clermont Ave,40.684157,-73.969222,1616
Fulton St & Irving Pl,40.68186,-73.959432,1470
Fulton St & Pearl St,40.707721,-74.004386,3471
Fulton St & Pearl St,40.707722,-74.004386,87
Fulton St & Utica Ave,40.679426,-73.929891,1605
Fulton St & Utica Ave,40.679427,-73.929891,23
Fulton St & Waverly Ave,40.683238,-73.965995,2052
Fulton St & Waverly Ave,40.683239,-73.965996,12
Fulton St & William St,40.709559,-74.006536,3132
